step,loss/policy,loss/value,loss/kl_penalty,loss/total,policy/approxkl,policy/clipfrac,value/error,value/clipfrac,objective/kl,objective/rewards,objective/returns,step_time,policy/learning_rate,value/learning_rate
17,0.006054687313735485,0.02434895746409893,0.0,0.01822916604578495,0.0007080078357830644,0.03098958358168602,0.3958333432674408,0.3229166567325592,0.0,0.36666667461395264,-0.3791666626930237,28.9974,3.0500939575070155e-06,6.41853992195166e-06
18,1.7606294932193123e-05,0.01772836595773697,1.701941801002249e-05,0.01772836595773697,0.00011796217586379498,0.00031926081283017993,0.3509615361690521,0.05288461595773697,1.423076868057251,0.375,-0.35817307233810425,27.2018,3.1145998573767713e-06,6.537020146202233e-06
19,0.00021667480177711695,0.01940104179084301,1.5004476153990254e-05,0.01927083358168602,-0.0012288411380723119,0.0005940755363553762,0.3791666626930237,0.06614582985639572,1.1333333253860474,0.30000001192092896,-0.38749998807907104,26.8284,3.1754176375030995e-06,6.6487262729648755e-06
20,0.0003499348822515458,0.01822916604578495,1.5767414879519492e-05,0.01796874962747097,-0.003352864645421505,0.0035156249068677425,0.3541666567325592,0.09166666865348816,1.1666666269302368,0.38333332538604736,-0.4166666567325592,29.2489,3.2329463223344303e-06,6.7543912042877286e-06
21,0.0006551106926053762,0.01666666753590107,1.3860067156201694e-05,0.01614583283662796,-0.0071614584885537624,0.009244791232049465,0.3187499940395355,0.13750000298023224,1.1749999523162842,0.4333333373069763,-0.3583333194255829,29.4879,3.2875234893767537e-06,6.8546349804879145e-06
22,0.002197265625,0.015625,1.6657511878293008e-05,0.01341145858168602,-0.01158854179084301,0.01966145820915699,0.28958332538604736,0.15625,1.3166667222976685,0.40833333134651184,-0.3604166805744171,30.0979,3.339437272098102e-06,6.949986826302635e-06
23,0.0031250000465661287,0.01653645746409893,1.564025842526462e-05,0.01341145858168602,-0.01601562462747097,0.02903645858168602,0.30000001192092896,0.18333333730697632,1.25,0.28333333134651184,-0.38333332538604736,29.7939,3.388935568014405e-06,7.040902063699928e-06
24,0.0031575520988553762,0.01608072966337204,1.564025842526462e-05,0.012890624813735485,-0.01744791679084301,0.03619791567325592,0.28333333134651184,0.20520833134651184,1.100000023841858,0.375,-0.4020833373069763,29.9839,3.436233198243102e-06,7.127775262079167e-06
25,0.0026692708488553762,0.014973958022892475,1.3478596883942373e-05,0.012239583767950535,-0.01536458358168602,0.03098958358168602,0.2645833194255829,0.21250000596046448,1.2083333730697632,0.40833333134651184,-0.3708333373069763,30.3818,3.4815175421934347e-06,7.210950587702226e-06
26,0.0045572915114462376,0.014843749813735485,1.5958150470396504e-05,0.010286458767950535,-0.012760416604578495,0.03007812425494194,0.2593750059604645,0.21875,1.2916666269302368,0.4166666567325592,-0.36250001192092896,30.3921,3.5249530212464915e-06,7.290730039024167e-06
27,0.00794270820915699,0.015169271267950535,1.5703837561886758e-05,0.0072265625931322575,-0.010937499813735485,0.03333333507180214,0.2666666805744171,0.20000000298023224,1.2833333015441895,0.3083333373069763,-0.3687500059604645,30.5364,3.566684702528504e-06,7.36738006586868e-06
28,0.008463541977107525,0.01588541641831398,1.614888424228411e-05,0.00745442695915699,-0.008854166604578495,0.03359375149011612,0.27916666865348816,0.21041665971279144,1.0833333730697632,0.3333333432674408,-0.4000000059604645,30.2736,3.6068412221895187e-06,7.441136938715442e-06
29,0.007096354383975267,0.015299479477107525,1.411438006471144e-05,0.00820312462747097,-0.0073567708022892475,0.03281249850988388,0.2666666805744171,0.23125000298023224,1.2083333730697632,0.42500001192092896,-0.3958333432674408,30.7489,3.6455371767884367e-06,7.512211141039985e-06
30,0.00807291641831398,0.014583333395421505,1.4940897926862817e-05,0.0065104165114462376,-0.007063801866024733,0.03593749925494194,0.2541666626930237,0.22604165971279144,1.2333333492279053,0.4166666567325592,-0.3687500059604645,30.6319,3.682875094852442e-06,7.580790990545301e-06
31,0.01145833358168602,0.014583333395421505,1.5958150470396504e-05,0.003108724020421505,-0.0063151041977107525,0.04401041567325592,0.25208333134651184,0.22187499701976776,1.3166667222976685,0.3499999940395355,-0.3479166626930237,30.7591,3.7189470740631725e-06,7.647045646238481e-06
32,0.01197916641831398,0.01536458358168602,1.583099401614163e-05,0.0033691406715661287,-0.0061848959885537624,0.04479166492819786,0.26249998807907104,0.234375,1.1583333015441895,0.3166666626930237,-0.3916666805744171,30.6099,3.7538361498939676e-06,7.711127622254227e-06
33,0.01184895820915699,0.015169271267950535,1.5513101971009746e-05,0.0033691406715661287,-0.006901041604578495,0.04739583283662796,0.2541666626930237,0.2604166567325592,1.2166666984558105,0.4000000059604645,-0.4124999940395355,30.8282,3.7876174468837695e-06,7.773174902439577e-06
34,0.01171875,0.014322916977107525,1.3860067156201694e-05,0.0026041667442768812,-0.00820312462747097,0.04791666567325592,0.23854166269302368,0.2562499940395355,1.1583333015441895,0.44999998807907104,-0.35624998807907104,30.8431,3.820359152700824e-06,7.833312729450493e-06
35,1.71661376953125e-05,0.011637370102107525,7.82012939453125e-05,0.011637370102107525,-6.135305011412129e-05,0.00030517578125,0.23046875,0.02278645895421505,5.875,0.2708333432674408,-0.3828125,27.0422,3.852123346753525e-06,7.891655126690148e-06
36,0.0005208333604969084,0.01184895820915699,8.138021075865254e-05,0.01145833358168602,-0.0015380859840661287,0.0008015950443223119,0.23541666567325592,0.02747395820915699,6.199999809265137,0.40833333134651184,-0.3583333194255829,29.1465,3.882966708658175e-06,7.948306199576239e-06
37,0.0008219400770030916,0.01145833358168602,8.443196566076949e-05,0.0107421875,-0.003841145895421505,0.0044270833022892475,0.22499999403953552,0.05572916567325592,6.133333206176758,0.3333333432674408,-0.3499999940395355,29.086,3.9129411268798535e-06,8.003361253452792e-06
38,0.0012288411380723119,0.01145833358168602,7.222493150038645e-05,0.010286458767950535,-0.00807291641831398,0.010937499813735485,0.22291666269302368,0.06979166716337204,5.300000190734863,0.38333332538604736,-0.3375000059604645,28.068,3.942094223964138e-06,8.056907758301477e-06
39,0.0038085938431322575,0.01002604141831398,7.62939453125e-05,0.006282552145421505,-0.012239583767950535,0.01888020895421505,0.19374999403953552,0.06562499701976776,5.5333333015441895,0.3083333373069763,-0.38749998807907104,28.7632,3.970469811711184e-06,8.109026184775644e-06
40,0.006087239366024733,0.01015624962747097,8.443196566076949e-05,0.004150390625,-0.01575520820915699,0.02421874925494194,0.19583334028720856,0.08385416865348816,6.4666666984558105,0.3166666626930237,-0.3645833432674408,29.0966,3.998108287214923e-06,8.159790731619245e-06
41,0.0055338540114462376,0.010546875186264515,8.544921729480848e-05,0.005078124813735485,-0.01608072966337204,0.03007812425494194,0.19583334028720856,0.14166666567325592,6.199999809265137,0.4166666567325592,-0.3499999940395355,28.6184,4.025046978753507e-06,8.20926996097583e-06
42,0.00745442695915699,0.010416666977107525,7.425944204442203e-05,0.002994791604578495,-0.01770833320915699,0.03333333507180214,0.1927083283662796,0.13958333432674408,5.233333110809326,0.375,-0.34583333134651184,28.2822,4.051320448963352e-06,8.257527355238809e-06
43,0.008593750186264515,0.009830729104578495,7.680257112951949e-05,0.0013346354244276881,-0.015625,0.03489583358168602,0.18541666865348816,0.11562500149011612,5.4666666984558105,0.32499998807907104,-0.36666667461395264,28.3266,4.076960761474856e-06,8.304621806790552e-06
44,0.01295572891831398,0.00989583320915699,8.341471402673051e-05,-0.0030273436568677425,-0.014713541604578495,0.04322916641831398,0.18541666865348816,0.11770833283662796,6.233333110809326,0.28333333134651184,-0.3791666626930237,28.87,4.1019977161699864e-06,8.350608050108138e-06
45,0.010546875186264515,0.009765625,7.832844858057797e-05,-0.0007039388292469084,-0.010546875186264515,0.0390625,0.18020834028720856,0.1510416716337204,6.133333206176758,0.4333333373069763,-0.3541666567325592,28.6653,4.126459057391159e-06,8.395537044187843e-06
46,0.013151041232049465,0.01015624962747097,8.138021075865254e-05,-0.0029785155784338713,-0.011783854104578495,0.04739583283662796,0.18541666865348816,0.15625,5.933333396911621,0.3166666626930237,-0.34583333134651184,28.9048,4.150370658749591e-06,8.439456311989045e-06
47,0.013671875,0.00950520858168602,7.527669367846102e-05,-0.0040690102614462376,-0.01184895820915699,0.04739583283662796,0.1770833283662796,0.12968750298023224,5.133333206176758,0.38333332538604736,-0.3583333194255829,28.9776,4.173756687619856e-06,8.482410242567083e-06
48,0.01744791679084301,0.008984374813735485,8.036295912461355e-05,-0.008463541977107525,-0.01380208320915699,0.06302083283662796,0.16458334028720856,0.13645833730697632,5.699999809265137,0.2750000059604645,-0.38333332538604736,29.4394,4.196639751942507e-06,8.524440360710727e-06
49,0.015559895895421505,0.00937500037252903,8.036295912461355e-05,-0.006119791883975267,-0.01171875,0.05885416641831398,0.16562500596046448,0.17916665971279144,6.5333333015441895,0.4166666567325592,-0.35208332538604736,29.5633,4.219041031570189e-06,8.565585568190142e-06
50,0.01731770858168602,0.009244791232049465,8.341471402673051e-05,-0.007975260727107525,-0.01158854179084301,0.06640625,0.1666666716337204,0.16249999403953552,6.0333333015441895,0.3583333194255829,-0.3499999940395355,29.682,4.240980396069858e-06,8.60588236012831e-06
51,0.01940104179084301,0.00950520858168602,7.222493150038645e-05,-0.009830729104578495,-0.012630208395421505,0.06875000149011612,0.17083333432674408,0.15625,5.0,0.36666667461395264,-0.3499999940395355,29.3351,4.262476510623246e-06,8.645365019512084e-06
52,-1.5605579619659693e-06,0.009588068351149559,0.0002025257417699322,0.009810014627873898,0.0,0.00022610751329921186,0.19034090638160706,0.01358309667557478,14.090909004211426,0.3295454680919647,-0.29403409361839294,21.8347,4.283546931439944e-06,8.684065792440713e-06
53,0.00033365885610692203,0.009114583022892475,0.00020345051598269492,0.008984374813735485,-0.00244140625,0.0009562174673192203,0.17916665971279144,0.02942708320915699,15.066666603088379,0.2916666567325592,-0.3062500059604645,27.374,4.304208191905258e-06,8.722015046356597e-06
54,0.0006347656017169356,0.0078125,0.0002075195370707661,0.0073567708022892475,-0.006901041604578495,0.0052083334885537624,0.15416666865348816,0.03177083283662796,13.333333015441895,0.3083333373069763,-0.3229166567325592,29.369,4.324475880521933e-06,8.75924141320355e-06
55,0.0015543620102107525,0.0074869790114462376,0.00023396809410769492,0.0061848959885537624,-0.01328125037252903,0.014713541604578495,0.14791665971279144,0.02057291753590107,17.33333396911621,0.3499999940395355,-0.2958333194255829,31.0765,4.344364711566273e-06,8.795771919203358e-06
56,0.0042968750931322575,0.008007812313735485,0.00019938150944653898,0.00390625,-0.02005208283662796,0.02942708320915699,0.15520833432674408,0.03437500074505806,14.399999618530273,0.38333332538604736,-0.2958333194255829,31.5375,4.363888589260897e-06,8.831632102724098e-06
57,0.008138020522892475,0.0072916666977107525,0.00019734700617846102,-0.0006632487056776881,-0.02330729179084301,0.03697916492819786,0.13958333432674408,0.10729166865348816,14.399999618530273,0.2750000059604645,-0.3333333432674408,31.3348,4.383060666165191e-06,8.866846121527902e-06
58,0.008333333767950535,0.0078125,0.00021667480177711695,-0.00027262369985692203,-0.02473958395421505,0.0455729179084301,0.14791665971279144,0.0833333358168602,14.866666793823242,0.2750000059604645,-0.30416667461395264,31.6156,4.4018933963976035e-06,8.901436850526212e-06
59,0.0077799479477107525,0.0074869790114462376,0.00023396809410769492,-7.324219041038305e-05,-0.02161458320915699,0.0416666679084301,0.14479166269302368,0.07395832985639572,16.399999618530273,0.3333333432674408,-0.2854166626930237,31.6978,4.420398584229196e-06,8.935425971033217e-06
60,0.009700520895421505,0.00830078125,0.0002054850192507729,-0.001220703125,-0.01770833320915699,0.03984374925494194,0.15833333134651184,0.07083333283662796,14.866666793823242,0.38333332538604736,-0.3020833432674408,31.7547,4.438587428523253e-06,8.96883405238965e-06
61,0.015625,0.007031249813735485,0.00019531250291038305,-0.008463541977107525,-0.01523437537252903,0.0494791679084301,0.1354166716337204,0.08020833134651184,14.666666984558105,0.30000001192092896,-0.32083332538604736,32.0187,4.4564705634399265e-06,9.001680626726396e-06
62,0.01679687574505806,0.00794270820915699,0.000213623046875,-0.008593750186264515,-0.01341145858168602,0.05312500149011612,0.14791665971279144,0.11562500149011612,14.133333206176758,0.2916666567325592,-0.3125,32.1272,4.474058095776379e-06,9.033984257548451e-06
63,0.01477864570915699,0.0068359375,0.00020955404033884406,-0.0077148438431322575,-0.013151041232049465,0.05156249925494194,0.1328125,0.0651041641831398,14.666666984558105,0.32499998807907104,-0.2958333194255829,32.132,4.491359639270722e-06,9.065762602742142e-06
64,0.013151041232049465,0.006640625186264515,0.00022583008103538305,-0.00621744804084301,-0.010546875186264515,0.04791666567325592,0.12916666269302368,0.05885416641831398,16.53333282470703,0.3916666805744171,-0.3125,32.3956,4.508384346161275e-06,9.097032472541118e-06
65,0.02213541604578495,0.0077148438431322575,0.00020853678870480508,-0.014192708767950535,-0.012890624813735485,0.06875000149011612,0.14270833134651184,0.10729166865348816,14.933333396911621,0.30000001192092896,-0.31458333134651184,32.5354,4.525140936260522e-06,9.12780988292749e-06
66,0.02187499962747097,0.0074869790114462376,0.00020345051598269492,-0.014192708767950535,-0.015104166232049465,0.07135416567325592,0.13854166865348816,0.09062500298023224,14.199999809265137,0.3083333373069763,-0.2874999940395355,32.6095,4.541637723774996e-06,9.158110104892849e-06
67,0.02213541604578495,0.0063802083022892475,0.00020243326434865594,-0.01549479179084301,-0.01718750037252903,0.078125,0.12187500298023224,0.07864583283662796,13.333333015441895,0.3166666626930237,-0.31458333134651184,32.7672,4.5578826420775776e-06,9.187947709938409e-06
68,0.01992187462747097,0.0064453124068677425,0.0002360025973757729,-0.01328125037252903,-0.01614583283662796,0.0729166641831398,0.12187500298023224,0.09010417014360428,17.0,0.36666667461395264,-0.30416667461395264,32.6809,4.573883266617024e-06,9.217336612153717e-06
69,-0.0002273559512104839,0.00830078125,0.0003631591680459678,0.00893554650247097,-7.934570021461695e-05,0.0003234863397665322,0.16562500596046448,0.00927734375,24.799999237060547,0.25,-0.2906250059604645,17.2491,4.589646836130279e-06,9.246290107178063e-06
70,0.0005086262826807797,0.007063801866024733,0.000396728515625,0.00696614570915699,-0.0032226562034338713,0.0012939453590661287,0.13958333432674408,0.01835937425494194,26.53333282470703,0.30000001192092896,-0.2666666805744171,25.6905,4.605180272306275e-06,9.274820908317649e-06
71,0.0009847005130723119,0.0059570311568677425,0.0003824869927484542,0.00537109375,-0.011197916232049465,0.00621744804084301,0.11874999850988388,0.01477864570915699,24.266666412353516,0.2916666567325592,-0.25729167461395264,25.3389,4.620490198034929e-06,9.302941180064155e-06
72,0.00146484375,0.0054687499068677425,0.0004150390741415322,0.0044270833022892475,-0.0234375,0.02552083320915699,0.10833333432674408,0.015625,25.33333396911621,0.2916666567325592,-0.2770833373069763,28.2051,4.635582954361734e-06,9.330662569235839e-06
73,0.004459635354578495,0.006770833395421505,0.0004089355352334678,0.0027343749534338713,-0.03177083283662796,0.0416666679084301,0.1302083283662796,0.04062499850988388,25.600000381469727,0.2083333283662796,-0.28333333134651184,29.5982,4.650464616256607e-06,9.357996233940707e-06
74,0.010221353732049465,0.006152343936264515,0.0003906250058207661,-0.0036458333488553762,-0.02890625037252903,0.04791666567325592,0.1197916641831398,0.04635416716337204,25.200000762939453,0.375,-0.2750000059604645,29.6703,4.665141007295116e-06,9.38495287054205e-06
75,0.01132812537252903,0.0055338540114462376,0.00038655599928461015,-0.0054687499068677425,-0.01940104179084301,0.03828125074505806,0.10729166865348816,0.02968749962747097,25.600000381469727,0.25833332538604736,-0.2614583373069763,30.0036,4.679617713340891e-06,9.411542738789393e-06
76,0.01158854179084301,0.0052083334885537624,0.0004109700385015458,-0.00598958320915699,-0.011523437686264515,0.03854166716337204,0.10312499850988388,0.02252604253590107,24.66666603088379,0.3166666626930237,-0.25833332538604736,30.2116,4.693900095309664e-06,9.437775685262649e-06
77,0.014843749813735485,0.005924479104578495,0.0004353841068223119,-0.00852864608168602,-0.008723958395421505,0.0481770820915699,0.11666666716337204,0.0442708320915699,25.866666793823242,0.2083333283662796,-0.2979166805744171,30.4453,4.707993301087939e-06,9.46366116526356e-06
78,0.02018229104578495,0.00732421875,0.0003743489505723119,-0.012500000186264515,-0.008854166604578495,0.06197916716337204,0.1354166716337204,0.03437500074505806,26.133333206176758,0.32499998807907104,-0.2708333432674408,30.3699,4.7219022766725804e-06,9.489208263276169e-06
79,0.02109375037252903,0.005794270895421505,0.0003885905025526881,-0.01490885391831398,-0.01210937462747097,0.06927083432674408,0.11145833134651184,0.05833333358168602,24.53333282470703,0.2750000059604645,-0.25833332538604736,30.2201,4.735631776591676e-06,9.514425712107162e-06
80,0.021484375,0.00501302070915699,0.00040690103196538985,-0.01608072966337204,-0.02057291753590107,0.08124999701976776,0.09791667014360428,0.03984374925494194,24.266666412353516,0.3166666626930237,-0.2552083432674408,30.0111,4.749186373661581e-06,9.539321910806986e-06
81,0.02213541604578495,0.0052734375931322575,0.00042724609375,-0.01653645746409893,-0.02773437462747097,0.09427083283662796,0.10312499850988388,0.05000000074505806,26.53333282470703,0.22499999403953552,-0.30000001192092896,30.7614,4.762570468130261e-06,9.563904941463746e-06
82,0.02786458283662796,0.0065104165114462376,0.0003743489505723119,-0.02109375037252903,-0.02630208246409893,0.10104166716337204,0.1171875,0.07343749701976776,24.53333282470703,0.25833332538604736,-0.2770833373069763,30.3392,4.775788296252692e-06,9.588182584953923e-06
83,0.02812499925494194,0.006119791883975267,0.00040079752216115594,-0.021484375,-0.02395833283662796,0.10312499850988388,0.1145833358168602,0.06302083283662796,26.133333206176758,0.3083333373069763,-0.24791666865348816,30.7313,4.7888439383401055e-06,9.612162335726725e-06
84,0.02786458283662796,0.00501302070915699,0.0003906250058207661,-0.02239583246409893,-0.02200520783662796,0.10312499850988388,0.09531249850988388,0.08124999701976776,24.53333282470703,0.2916666567325592,-0.2770833373069763,30.635,4.801741326321381e-06,9.635851415692333e-06
85,0.02942708320915699,0.00501302070915699,0.0004109700385015458,-0.02408854104578495,-0.01992187462747097,0.109375,0.09791667014360428,0.05052083358168602,25.866666793823242,0.2666666805744171,-0.2854166626930237,30.9984,4.814484250851609e-06,9.659256787278466e-06
86,0.00013563368702307343,0.0060221352614462376,0.0007663302822038531,0.00664605014026165,5.806816989206709e-05,0.0002983940939884633,0.1197916641831398,0.00689019076526165,38.44444274902344,0.3194444477558136,-0.1579861044883728,17.9744,4.8270763680000175e-06,9.682385165714318e-06
87,0.0011393228778615594,0.0067382813431322575,0.0006632487056776881,0.0062500000931322575,-0.01087239570915699,0.00452473945915699,0.13333334028720856,0.03437500074505806,40.0,0.21666666865348816,-0.22604165971279144,26.956,4.83952120554674e-06,9.705243030596054e-06
88,0.0010823567863553762,0.0044270833022892475,0.0006835937383584678,0.0040039061568677425,-0.02421874925494194,0.02630208246409893,0.08749999850988388,0.02369791641831398,44.79999923706055,0.25,-0.17916665971279144,28.5187,4.851822168915615e-06,9.727836636783783e-06
89,0.0019856770522892475,0.005664062686264515,0.0005940755363553762,0.0042317709885537624,-0.02994791604578495,0.03697916492819786,0.11145833134651184,0.03541666641831398,43.20000076293945,0.23333333432674408,-0.21979166567325592,31.5953,4.863982546767913e-06,9.750172024675759e-06
90,0.0060221352614462376,0.004947916604578495,0.0006673177122138441,-0.00040690103196538985,-0.03723958507180214,0.0625,0.09739582985639572,0.03007812425494194,41.599998474121094,0.25,-0.20624999701976776,32.7281,4.8760055162800355e-06,9.772255029902106e-06
91,0.012239583767950535,0.005436197854578495,0.0007161458488553762,-0.006119791883975267,-0.03593749925494194,0.06458333134651184,0.10520832985639572,0.06718750298023224,39.46666717529297,0.22499999403953552,-0.21458333730697632,33.0484,4.887894148126346e-06,9.794091292476962e-06
92,0.012500000186264515,0.0057617188431322575,0.0006754557252861559,-0.006087239366024733,-0.02682291716337204,0.05156249925494194,0.109375,0.0520833320915699,43.733333587646484,0.2750000059604645,-0.17916665971279144,32.9801,4.899651411186678e-06,9.81568626544492e-06
93,0.010677083395421505,0.0048828125,0.0006103515625,-0.005175781436264515,-0.01692708395421505,0.03802083432674408,0.0963541641831398,0.03359375149011612,42.13333511352539,0.2666666805744171,-0.21145834028720856,33.5792,4.9112801769966105e-06,9.837045223054999e-06
94,0.011067708022892475,0.005794270895421505,0.0006347656017169356,-0.004622395616024733,-0.01341145858168602,0.04505208507180214,0.1145833358168602,0.02968749962747097,44.53333282470703,0.21666666865348816,-0.21666666865348816,34.2245,4.922783223957141e-06,9.858173268492708e-06
95,0.02434895746409893,0.0054687499068677425,0.0007242838619276881,-0.01809895783662796,-0.01718750037252903,0.07395832985639572,0.10468749701976776,0.06588541716337204,39.46666717529297,0.24166665971279144,-0.18958333134651184,34.4363,4.934163241319261e-06,9.879075341198644e-06
96,0.02187499962747097,0.0058919270522892475,0.00067138671875,-0.01536458358168602,-0.02265625074505806,0.07343749701976776,0.10729166865348816,0.06093750149011612,43.46666717529297,0.25,-0.21666666865348816,33.9986,4.9454228329576766e-06,9.899756223799814e-06
97,0.02031249925494194,0.0043619791977107525,0.0006591796991415322,-0.01523437537252903,-0.03007812425494194,0.08177082985639572,0.08645833283662796,0.02786458283662796,41.06666564941406,0.28333333134651184,-0.1875,33.6616,4.956564520946942e-06,9.920220548678057e-06
98,0.01848958246409893,0.00501302070915699,0.0005940755363553762,-0.012760416604578495,-0.02591145783662796,0.07604166865348816,0.09791667014360428,0.02604166604578495,46.13333511352539,0.2083333283662796,-0.22083333134651184,34.0871,4.967590748952299e-06,9.9404728041981e-06
99,0.03072916716337204,0.0057617188431322575,0.0007242838619276881,-0.02421874925494194,-0.02682291716337204,0.1145833358168602,0.10833333432674408,0.10625000298023224,39.20000076293945,0.25,-0.18333333730697632,34.1701,4.978503885446612e-06,9.960517340616226e-06
100,0.02825520746409893,0.006282552145421505,0.0006673177122138441,-0.02122395858168602,-0.02174479141831398,0.10000000149011612,0.11041666567325592,0.0755208358168602,41.599998474121094,0.25833332538604736,-0.21145834028720856,34.3021,4.989306226763997e-06,9.980358375688974e-06
101,0.03020833246409893,0.0047200522385537624,0.0006795247318223119,-0.02486979216337204,-0.02643229253590107,0.11145833134651184,0.09270833432674408,0.04583333432674408,42.66666793823242,0.25833332538604736,-0.19374999403953552,33.971,4.9999999999999996e-06,9.999999999999999e-06
102,0.02682291716337204,0.0052734375931322575,0.0005859375232830644,-0.02109375037252903,-0.02708333358168602,0.10729166865348816,0.10104166716337204,0.05078125,43.20000076293945,0.20000000298023224,-0.21979166567325592,34.2654,5e-06,1e-05
103,0.0001983642578125,0.007080078125,0.00102996826171875,0.0079345703125,-0.00010776519775390625,0.0002002716064453125,0.140625,0.00946044921875,81.5,0.21875,-0.03955078125,18.9285,4.999901803607215e-06,9.999819639278558e-06
104,0.0005004882696084678,0.0072265625931322575,0.0010253905784338713,0.007747395895421505,-0.00341796875,0.0011067708255723119,0.14270833134651184,0.02187499962747097,77.86666870117188,0.25833332538604736,-0.0030273436568677425,31.5498,4.999803607214429e-06,9.999639278557115e-06
105,0.0014811197761446238,0.006640625186264515,0.0011149088386446238,0.0062500000931322575,-0.014192708767950535,0.0074218749068677425,0.1302083283662796,0.01901041716337204,71.46666717529297,0.23333333432674408,-0.01770833320915699,34.2492,4.999705410821644e-06,9.999458917835672e-06
106,0.0013997395290061831,0.00745442695915699,0.0009602864738553762,0.007031249813735485,-0.029296875,0.0338541679084301,0.14374999701976776,0.02252604253590107,74.66666412353516,0.17499999701976776,-0.04218750074505806,36.3906,4.999607214428858e-06,9.99927855711423e-06
107,0.0062500000931322575,0.0074218749068677425,0.0010050456039607525,0.0021647135727107525,-0.04218750074505806,0.06093750149011612,0.140625,0.03177083283662796,83.19999694824219,0.21666666865348816,-0.03958333283662796,37.4286,4.999509018036072e-06,9.999098196392786e-06
