objective/training/accuracy_reward,objective/training/accuracy_reward_std,objective/training/format_reward,objective/training/format_reward_std,objective/training/total_reward,tokens/training/prompt_length,tokens/training/completion_length,tokens/training/completion_length_std,tokens/training/completion_length_max,tokens/training/completion_length_min,tokens/training/completion_length_max_ratio,tokens/training/completion_length_p99,tokens/training/Wait_count,elapsed/generation_time,elapsed/generation_episodes,elapsed/explore_epsilon,training/loss/pg,training/loss/total,training/loss/kl,training/kl,training/kl_std,training/grad_norm,elapsed/train_time,elapsed/policy_update,elapsed/reference_update,training/learning_rate,elapsed/step_time,step
0.69140625,0.461913030191764,0.3193359375,0.3063092232875074,1.0107421875,186.03125,327.40234375,377.6926327561299,1500,28,0.08203125,1500.0,2731,649.4796273708344,7168.0,0.8906502485275268,-0.00023537070956081152,-0.00022131652804091573,1.4054347239778053e-05,0.0028108695100854675,0.0012911003412141098,1.4351654350757599,150.3747100830078,56.0,0.0,1e-06,801.4893372058868,13
0.6875,0.46351240544347894,0.322265625,0.287520963485029,1.009765625,180.34375,313.6953125,325.1131968396198,1500,37,0.052734375,1500.0,973,521.5510063171387,7680.0,0.8891625344753266,0.00025346718030050397,0.0002679563513083849,1.4489656130933781e-05,0.002897931300140044,0.0012839513534034543,1.4175259172916412,143.64228081703186,60.0,0.0,1e-06,666.9902031421661,14
0.60546875,0.48874977521574114,0.3232421875,0.30539874667426986,0.9287109375,181.90625,340.140625,368.0009284629719,1500,48,0.07421875,1500.0,2490,639.6071321964264,8192.0,0.8875664591789246,0.00010552426101639867,0.00012036535372317303,1.4841209431182278e-05,0.0029682419458367804,0.0018477525803017674,1.2145371288061142,145.63133001327515,64.0,0.0,1e-06,786.9542241096497,15
0.6875,0.46351240544347894,0.337890625,0.28313576785194305,1.025390625,178.9375,288.501953125,315.82862861437263,1500,34,0.046875,1500.0,3153,509.2436833381653,8704.0,0.885862398147583,0.00011101184645667672,0.00013043813305557705,1.9426487867235664e-05,0.003885297644046659,0.001611724764116097,1.3318376541137695,136.74554443359375,68.0,0.0,1e-06,648.3325140476227,16
0.6875,0.46351240544347894,0.353515625,0.26336788031356323,1.041015625,181.1875,274.275390625,270.2584851015388,1500,26,0.03125,1500.0,838,504.19080209732056,9216.0,0.8840508341789246,0.00015613247524015605,0.00017820777429733425,2.207747137106253e-05,0.004415494380737073,0.001989358287776124,1.4930977821350098,131.8684630393982,72.0,0.0,1e-06,638.0319919586182,17
0.654296875,0.4755969663120596,0.3447265625,0.29283688438605815,0.9990234375,182.375,306.572265625,320.9528091716591,1500,56,0.0546875,1500.0,1323,581.0884990692139,9728.0,0.8821321964263916,0.0003010447835549712,0.00032390903652412817,2.28633439220971e-05,0.004572668886794418,0.0022517083192221013,1.1707293838262558,141.61800360679626,76.0,0.0,1e-06,724.1294596195221,18
0.6171875,0.48607313219694626,0.34375,0.29315098498896436,0.9609375,179.28125,315.623046875,338.264586044662,1500,29,0.060546875,1500.0,1825,589.0457143783569,10240.0,0.8801068603992462,0.00014925512368790805,0.00017373245282215066,2.4476683215368666e-05,0.004895336753179436,0.0030283070959624906,1.5431521236896515,144.99383521080017,80.0,0.0,1e-06,735.5996766090393,19
0.705078125,0.456007634416886,0.365234375,0.2695524787835559,1.0703125,178.1875,289.765625,302.8297785156859,1500,31,0.041015625,1500.0,2507,517.6087591648102,10752.0,0.8779754161834717,-2.9895338229835033e-05,-8.619354048278183e-07,2.9034311111786337e-05,0.005806862352983444,0.003612088806010988,1.6474267840385437,136.03576564788818,84.0,0.0,1e-06,656.0135321617126,20
0.609375,0.48789046862487484,0.359375,0.2790714234295586,0.96875,181.25,310.98046875,336.3693149274771,1500,22,0.056640625,1500.0,2669,559.2975091934204,11264.0,0.8757384538650513,1.0208372259512544e-05,4.225844531902112e-05,3.205102758840894e-05,0.006410205671272706,0.0032827580881555594,1.5322600305080414,144.653217792511,88.0,0.0,1e-06,705.6755499839783,21
0.673828125,0.46881103118312434,0.376953125,0.2697222489019665,1.05078125,178.125,280.435546875,320.61399796257285,1500,46,0.0546875,1500.0,1333,556.7568430900574,11776.0,0.8733963489532471,-0.0002860650420188904,-0.00024709327772143297,3.897282123688228e-05,0.007794564462528797,0.003166629426034104,1.3921265602111816,135.17663526535034,92.0,0.0,1e-06,694.35187458992,22
0.625,0.4841229182759271,0.3671875,0.272319141530209,0.9921875,177.125,288.251953125,304.86463600301005,1500,35,0.044921875,1500.0,984,548.036904335022,12288.0,0.8709498524665833,3.179008490405977e-05,7.145373820094392e-05,3.9665824147050444e-05,0.007933165004942566,0.00432519273074436,1.3753956258296967,135.85654735565186,96.0,0.0,1e-06,685.9377291202545,23
0.658203125,0.47431189236644106,0.36328125,0.2775087537329904,1.021484375,185.96875,301.181640625,322.5826811025483,1500,17,0.048828125,1500.0,812,518.0721275806427,12800.0,0.8683993935585023,-1.4827674021944404e-05,2.584435060271062e-05,4.0671925823687616e-05,0.008134385350786033,0.004669230369775322,1.559663087129593,141.48857736587524,100.0,0.0,1e-06,661.5304398536682,24
0.748046875,0.4341344812413941,0.38671875,0.2516728698100721,1.134765625,178.21875,270.603515625,285.3835088035316,1500,30,0.033203125,1500.0,531,498.87064719200134,13312.0,0.8657457768917084,0.000338042329531163,0.00038551991747226566,4.747861155252053e-05,0.009495722530118655,0.005508416788474139,1.7438639104366302,134.99214458465576,104.0,0.0,1e-06,636.3027286529541,25
0.71875,0.4496092053105675,0.3876953125,0.2511399030730229,1.1064453125,178.78125,263.53515625,288.76162506085893,1500,32,0.037109375,1500.0,894,494.3020257949829,13824.0,0.8629895925521851,7.772643584758043e-05,0.00013365954873734154,5.5931521700358644e-05,0.011186304604052566,0.006553749636252719,1.657837986946106,131.6899769306183,108.0,0.0,1e-06,628.0967659950256,26
0.67578125,0.4680822066137929,0.3779296875,0.26744087207484263,1.0537109375,181.1875,287.34375,307.8373451267528,1500,37,0.048828125,1500.0,726,506.88208532333374,14336.0,0.8601314842700959,0.00014290964463725686,0.00019436870934441686,5.145860269806235e-05,0.010291720762324985,0.006038813789446418,1.3873660266399384,137.86690068244934,112.0,0.0,1e-06,646.2563788890839,27
0.6875,0.46351240544347894,0.39453125,0.24328757217218783,1.08203125,178.53125,259.884765625,266.6105620547765,1500,27,0.033203125,1500.0,663,541.1021418571472,14848.0,0.8571722030639649,-4.110779264010489e-05,1.8765926142805256e-05,5.987509814531222e-05,0.011975019948295085,0.00448610755415914,1.46905517578125,129.5794553756714,116.0,0.0,1e-06,672.5631811618805,28
0.771484375,0.4198764510315616,0.421875,0.21137108216357317,1.193359375,170.875,228.32421875,215.31416989413898,1500,61,0.017578125,1500.0,607,463.89699935913086,15360.0,0.854112446308136,-1.3979151844978333e-06,6.55146350254654e-05,6.691221670962477e-05,0.013382443628870533,0.006299225822571038,1.1649545431137085,120.67154598236084,120.0,0.0,1e-06,586.8260161876678,29
0.720703125,0.4486536867286776,0.408203125,0.22178936232433324,1.12890625,179.84375,265.234375,252.92846488604118,1500,54,0.0234375,1500.0,650,479.6504657268524,15872.0,0.8509529113769532,-7.00266391504556e-05,-5.123099981574342e-06,6.490467431774505e-05,0.012980935194718768,0.005944224097647064,1.395776778459549,129.6814112663269,124.0,0.0,1e-06,611.6969699859619,30
0.744140625,0.4363431622296944,0.4169921875,0.21973958294755372,1.1611328125,180.1875,246.841796875,234.28855149664534,1500,41,0.0234375,1500.0,553,467.82194542884827,16384.0,0.8476945638656617,0.00016346771735697985,0.00023252624941960676,6.905870235129896e-05,0.0138117407586833,0.006942185964772833,1.2896469831466675,126.56403994560242,128.0,0.0,1e-06,596.4294991493225,31
0.671875,0.4695306000411475,0.3837890625,0.25896220622973365,1.0556640625,184.5625,288.23828125,282.72875462321815,1500,22,0.033203125,1500.0,872,476.6725654602051,16896.0,0.8443379938602448,-9.141804184764624e-06,7.486276354029542e-05,8.400632109584194e-05,0.01680126461360487,0.010260247876320527,1.4178219735622406,134.33020496368408,132.0,0.0,1e-06,612.5948138237,32
0.705078125,0.456007634416886,0.38671875,0.2611935027875646,1.091796875,177.78125,269.84375,298.06377614268644,1500,27,0.037109375,1500.0,1276,506.1765594482422,17408.0,0.8408842206001282,1.759536098688841e-05,0.00011916547373402864,0.00010156869625177478,0.02031373961654026,0.0108219922444128,1.576841562986374,134.99895596504211,136.0,0.0,1e-06,643.1913142204285,33
0.783203125,0.41206308981785106,0.4326171875,0.20928306269163266,1.2158203125,177.3125,223.19140625,225.84015556062536,1500,38,0.015625,1500.0,543,425.598509311676,17920.0,0.8373339414596558,0.0002150069340132177,0.0003150136487874988,0.00010000689066202995,0.02000137862341944,0.010540051064479762,1.605265736579895,120.68186140060425,140.0,0.0,1e-06,548.0024719238281,34
0.642578125,0.4792405223595813,0.390625,0.26836818808308854,1.033203125,191.59375,298.677734375,312.6140349004535,1500,24,0.05078125,1500.0,831,519.4642856121063,18432.0,0.8336880683898926,3.957378794439137e-05,0.00014880692106089555,0.00010923239425153497,0.021846479328814894,0.014798947917674589,1.1864167600870132,142.32651042938232,144.0,0.0,1e-06,663.9224622249603,35
0.677734375,0.46734408303022235,0.4013671875,0.24112789562458312,1.0791015625,183.09375,266.5078125,273.8593245198433,1500,27,0.03125,1500.0,789,419.45716071128845,18944.0,0.829947566986084,0.0003293812333140522,0.0004479531453398522,0.00011857162382966635,0.023714325227047084,0.01333190543947768,1.3888519704341888,133.65105056762695,148.0,0.0,1e-06,554.7154641151428,36
0.71484375,0.4514888294143472,0.4052734375,0.236576170834963,1.1201171875,179.71875,267.244140625,264.37031054655176,1500,47,0.02734375,1500.0,644,479.43195366859436,19456.0,0.8261132955551148,2.950546331703663e-06,0.00013530418891605223,0.00013235242444409323,0.026470485598110827,0.019487252443708827,1.3568841814994812,130.49773931503296,152.0,0.0,1e-06,611.8420932292938,37
0.71484375,0.4514888294143472,0.43359375,0.19883541550975645,1.1484375,178.90625,228.630859375,202.8572910498264,1500,13,0.01171875,1482.3999999999978,650,413.0015721321106,19968.0,0.8221862196922303,0.0003304238198325038,0.0005088429088573321,0.00017841906650062356,0.03568381401419174,0.04217863396531407,2.1397267282009125,120.97866106033325,156.0,0.0,1e-06,536.2228403091431,38
0.6484375,0.4774581747061726,0.4052734375,0.236576170834963,1.0537109375,187.5625,278.771484375,276.1217966925721,1500,36,0.029296875,1500.0,839,450.9440565109253,20480.0,0.8181673586368561,-0.00017538113752380013,-2.002972541959025e-05,0.00015535152446943812,0.031070305598404957,0.018535594962424486,1.4949924051761627,133.3878457546234,160.0,0.0,1e-06,586.6562042236328,39
0.759765625,0.42722572496089156,0.392578125,0.2523011162707854,1.15234375,182.40625,258.11328125,281.1340921915348,1500,54,0.03515625,1500.0,488,403.1022758483887,20992.0,0.8140576243400574,0.00016916199820116162,0.00030608010638388805,0.00013691847391328338,0.02738369529834017,0.01638566340132422,1.3111614882946014,130.7379949092865,164.0,0.0,1e-06,535.3968980312347,40
0.642578125,0.4792405223595813,0.392578125,0.2542290616186206,1.03515625,183.78125,276.095703125,271.4473515601817,1500,49,0.03125,1500.0,640,525.3427324295044,21504.0,0.80985808968544,-3.337336238473654e-05,0.00011845723929582164,0.0001518295838280892,0.03036591736236005,0.0203823893414916,1.1262476742267609,134.4209578037262,168.0,0.0,1e-06,662.1861433982849,41
0.63671875,0.48094488603002894,0.390625,0.2628531850196988,1.02734375,184.46875,302.2109375,290.1957220013264,1500,30,0.0390625,1500.0,675,534.5172624588013,22016.0,0.8055697739124298,-1.495057949796319e-05,0.00014775383897358552,0.0001627038702451955,0.03254077482779394,0.02079384473501504,1.4160314798355103,138.63424944877625,172.0,0.0,1e-06,675.1817572116852,42
0.677734375,0.46734408303022235,0.4228515625,0.21287942559418135,1.1005859375,180.0,254.724609375,238.04062715349383,1500,42,0.015625,1500.0,662,369.83027148246765,22528.0,0.8011936962604523,0.0004964726977050304,0.00069286074676711,0.00019638918567466135,0.039277838106499985,0.026892073473548335,1.7842937111854553,127.76887440681458,176.0,0.0,1e-06,499.75127840042114,43
0.685546875,0.4642977031794734,0.41796875,0.2167528812344544,1.103515625,179.25,242.498046875,240.94275285311093,1500,37,0.021484375,1500.0,573,425.62284231185913,23040.0,0.7967309832572937,-0.00031471886904910207,-0.00010643377027008682,0.00020828568437991635,0.04165713776455959,0.030542644763445693,1.3515797853469849,125.86006712913513,180.0,0.0,1e-06,553.9058079719543,44
0.724609375,0.4467109005409532,0.43359375,0.21075657750337828,1.158203125,179.28125,242.197265625,254.05671532533478,1500,44,0.025390625,1500.0,645,419.0263340473175,23552.0,0.7921827077865601,2.9064452974125743e-05,0.00022241008264245465,0.00019334594284714512,0.038669189569191076,0.032097229854274476,1.1707215309143066,124.60156226158142,184.0,0.0,1e-06,545.5029301643372,45
0.751953125,0.4318791761624244,0.4296875,0.20237240385919716,1.181640625,187.03125,234.611328125,210.16444293647436,1500,52,0.015625,1500.0,427,399.4733669757843,24064.0,0.7875499963760376,0.00024544185725972056,0.00041556164796929806,0.000170120723510081,0.03402414547599619,0.02252260500354672,1.2357859313488007,124.06185913085938,188.0,0.0,1e-06,525.8670694828033,46
0.69140625,0.461913030191764,0.4287109375,0.2171726578505478,1.1201171875,185.1875,246.91796875,233.37188064787074,1500,20,0.017578125,1500.0,475,458.5763499736786,24576.0,0.7828340291976928,0.00019398241420276463,0.0004320658918004483,0.00023808257728319404,0.047616516589187086,0.07871944797705088,1.4152843058109283,124.85081434249878,192.0,0.0,1e-06,585.7812252044678,47
0.73828125,0.43957029687916527,0.4384765625,0.19917805573954073,1.1767578125,178.03125,222.541015625,204.4180532761686,1500,37,0.013671875,1500.0,426,386.5446226596832,25088.0,0.7780358791351318,0.00014106574235484004,0.00037784220512548927,0.0002367751588678857,0.04735503276606323,0.029215506727813492,1.463247537612915,117.438716173172,196.0,0.0,1e-06,505.8898723125458,48
0.703125,0.4568809849129202,0.412109375,0.23404110330689645,1.115234375,180.375,244.79296875,262.8226664750617,1500,16,0.029296875,1500.0,1792,443.3536055088043,25600.0,0.7731568336486817,-0.00010788888903334737,0.0001863303332356736,0.00029421899344583835,0.0588437999758753,0.04182931191453363,2.174719452857971,128.31991291046143,200.0,0.0,1e-06,574.0086226463318,49
0.7578125,0.42840718346422485,0.4423828125,0.19034453224243097,1.2001953125,179.65625,226.80078125,185.6147602378099,1500,36,0.009765625,1351.6999999999928,394,383.43377900123596,26112.0,0.7681980729103088,7.15258065611124e-05,0.00036088935485167895,0.00028936371612076073,0.05787274430622347,0.038409883912219514,1.3963155150413513,117.31963276863098,204.0,0.0,1e-06,503.11662578582764,0.66015625,0.4736559675396664,0.3056640625,0.24372425432442316,0.9658203125,182.203125,224.869140625,105.30048366555101,10,174.43461108207703,50
